UF;NOME_UF;SEXO;IDADE;POP
27;Alagoas;Homens;43 anos; 21660
27;Alagoas;Homens;44 anos; 20997
27;Alagoas;Homens;45 anos; 20253
27;Alagoas;Homens;46 anos; 19482
27;Alagoas;Homens;47 anos; 18658
27;Alagoas;Homens;48 anos; 18008
27;Alagoas;Homens;49 anos; 17620
27;Alagoas;Homens;50 anos; 17399
27;Alagoas;Homens;51 anos; 17140
27;Alagoas;Homens;52 anos; 16911
27;Alagoas;Homens;53 anos; 16570
27;Alagoas;Homens;54 anos; 16034
27;Alagoas;Homens;55 anos; 15352
27;Alagoas;Homens;56 anos; 14686
27;Alagoas;Homens;57 anos; 14036
27;Alagoas;Homens;58 anos; 13409
27;Alagoas;Homens;59 anos; 12817
27;Alagoas;Homens;60 anos; 12227
27;Alagoas;Homens;61 anos; 11611
27;Alagoas;Homens;62 anos; 11009
27;Alagoas;Homens;63 anos; 10451
27;Alagoas;Homens;64 anos;  9956
27;Alagoas;Homens;65 anos;  9468
27;Alagoas;Homens;66 anos;  8979
27;Alagoas;Homens;67 anos;  8524
27;Alagoas;Homens;68 anos;  8093
27;Alagoas;Homens;69 anos;  7673
27;Alagoas;Homens;70 anos;  7215
27;Alagoas;Homens;71 anos;  6743
27;Alagoas;Homens;72 anos;  6317
27;Alagoas;Homens;73 anos;  5890
27;Alagoas;Homens;74 anos;  5451
27;Alagoas;Homens;75 anos;  4969
27;Alagoas;Homens;76 anos;  4486
27;Alagoas;Homens;77 anos;  4055
27;Alagoas;Homens;78 anos;  3660
27;Alagoas;Homens;79 anos;  3304
27;Alagoas;Homens;80 anos;  2937
27;Alagoas;Homens;81 anos;  2579
27;Alagoas;Homens;82 anos;  2279
27;Alagoas;Homens;83 anos;  2001
27;Alagoas;Homens;84 anos;  1738
27;Alagoas;Homens;85 anos;  1474
27;Alagoas;Homens;86 anos;  1226
27;Alagoas;Homens;87 anos;  1026
27;Alagoas;Homens;88 anos;   860
27;Alagoas;Homens;89 anos;   724
27;Alagoas;Homens;26 anos; 28235
27;Alagoas;Homens;27 anos; 27256
27;Alagoas;Homens;28 anos; 26320
27;Alagoas;Homens;29 anos; 25509
27;Alagoas;Homens;90 anos ou mais;  3016
27;Alagoas;Mulheres;18 anos; 30162
27;Alagoas;Mulheres;19 anos; 30838
27;Alagoas;Mulheres;20 anos; 31150
27;Alagoas;Mulheres;21 anos; 31416
27;Alagoas;Mulheres;22 anos; 31775
27;Alagoas;Mulheres;23 anos; 31769
27;Alagoas;Mulheres;24 anos; 31229
27;Alagoas;Mulheres;25 anos; 30399
27;Alagoas;Mulheres;30 anos; 27733
27;Alagoas;Mulheres;31 anos; 27633
27;Alagoas;Mulheres;32 anos; 27601
27;Alagoas;Mulheres;33 anos; 27565
27;Alagoas;Mulheres;34 anos; 27520
27;Alagoas;Mulheres;35 anos; 27483
27;Alagoas;Mulheres;36 anos; 27389
27;Alagoas;Mulheres;37 anos; 27226
27;Alagoas;Mulheres;38 anos; 27009
27;Alagoas;Mulheres;39 anos; 26753
27;Alagoas;Mulheres;40 anos; 26435
27;Alagoas;Mulheres;41 anos; 26044
27;Alagoas;Mulheres;42 anos; 25607
27;Alagoas;Mulheres;43 anos; 25071
27;Alagoas;Mulheres;44 anos; 24390
27;Alagoas;Mulheres;45 anos; 23629
27;Alagoas;Mulheres;46 anos; 22858
27;Alagoas;Mulheres;47 anos; 22012
27;Alagoas;Mulheres;48 anos; 21347
27;Alagoas;Mulheres;49 anos; 20939
27;Alagoas;Mulheres;50 anos; 20668
27;Alagoas;Mulheres;51 anos; 20367
27;Alagoas;Mulheres;52 anos; 20093
27;Alagoas;Mulheres;53 anos; 19680
27;Alagoas;Mulheres;54 anos; 19030
27;Alagoas;Mulheres;55 anos; 18216
27;Alagoas;Mulheres;56 anos; 17424
27;Alagoas;Mulheres;57 anos; 16635
27;Alagoas;Mulheres;58 anos; 15902
27;Alagoas;Mulheres;59 anos; 15275
27;Alagoas;Mulheres;60 anos; 14689
27;Alagoas;Mulheres;61 anos; 14094
27;Alagoas;Mulheres;62 anos; 13512
27;Alagoas;Mulheres;63 anos; 12972
27;Alagoas;Mulheres;64 anos; 12485
27;Alagoas;Mulheres;65 anos; 11997
27;Alagoas;Mulheres;66 anos; 11491
27;Alagoas;Mulheres;67 anos; 11027
27;Alagoas;Mulheres;68 anos; 10529
27;Alagoas;Mulheres;69 anos;  9974
27;Alagoas;Mulheres;70 anos;  9349
27;Alagoas;Mulheres;71 anos;  8730
27;Alagoas;Mulheres;72 anos;  8147
27;Alagoas;Mulheres;73 anos;  7596
27;Alagoas;Mulheres;74 anos;  7095
27;Alagoas;Mulheres;75 anos;  6589
27;Alagoas;Mulheres;76 anos;  6086
27;Alagoas;Mulheres;77 anos;  5640
27;Alagoas;Mulheres;78 anos;  5218
27;Alagoas;Mulheres;79 anos;  4833
27;Alagoas;Mulheres;80 anos;  4414
27;Alagoas;Mulheres;81 anos;  3995
27;Alagoas;Mulheres;82 anos;  3625
27;Alagoas;Mulheres;83 anos;  3273
27;Alagoas;Mulheres;84 anos;  2925
27;Alagoas;Mulheres;85 anos;  2553
27;Alagoas;Mulheres;86 anos;  2196
27;Alagoas;Mulheres;87 anos;  1889
27;Alagoas;Mulheres;88 anos;  1627
27;Alagoas;Mulheres;89 anos;  1401
27;Alagoas;Mulheres;26 anos; 29663
27;Alagoas;Mulheres;27 anos; 28903
27;Alagoas;Mulheres;28 anos; 28264
27;Alagoas;Mulheres;29 anos; 27889
27;Alagoas;Mulheres;90 anos ou mais;  6020
28;Sergipe;Homens;18 anos; 18617
28;Sergipe;Homens;19 anos; 18786
28;Sergipe;Homens;20 anos; 19893
28;Sergipe;Homens;21 anos; 20337
28;Sergipe;Homens;22 anos; 20960
28;Sergipe;Homens;23 anos; 21255
28;Sergipe;Homens;24 anos; 21057
28;Sergipe;Homens;25 anos; 20541
28;Sergipe;Homens;30 anos; 19097
28;Sergipe;Homens;31 anos; 19093
28;Sergipe;Homens;32 anos; 19111
28;Sergipe;Homens;33 anos; 19062
28;Sergipe;Homens;34 anos; 18910
28;Sergipe;Homens;35 anos; 18681
28;Sergipe;Homens;36 anos; 18424
28;Sergipe;Homens;37 anos; 18151
28;Sergipe;Homens;38 anos; 17846
28;Sergipe;Homens;39 anos; 17503
28;Sergipe;Homens;40 anos; 17135
28;Sergipe;Homens;41 anos; 16738
28;Sergipe;Homens;42 anos; 16320
28;Sergipe;Homens;43 anos; 15872
28;Sergipe;Homens;44 anos; 15394
28;Sergipe;Homens;45 anos; 14893
28;Sergipe;Homens;46 anos; 14380
28;Sergipe;Homens;47 anos; 13856
28;Sergipe;Homens;48 anos; 13436
28;Sergipe;Homens;49 anos; 13191
28;Sergipe;Homens;50 anos; 13014
28;Sergipe;Homens;51 anos; 12802
28;Sergipe;Homens;52 anos; 12599
28;Sergipe;Homens;53 anos; 12314
28;Sergipe;Homens;54 anos; 11882
28;Sergipe;Homens;55 anos; 11346
28;Sergipe;Homens;56 anos; 10835
28;Sergipe;Homens;57 anos; 10347
28;Sergipe;Homens;58 anos;  9853
28;Sergipe;Homens;59 anos;  9368
28;Sergipe;Homens;60 anos;  8866
28;Sergipe;Homens;61 anos;  8360
28;Sergipe;Homens;62 anos;  7878
28;Sergipe;Homens;63 anos;  7434
28;Sergipe;Homens;64 anos;  7042
28;Sergipe;Homens;65 anos;  6666
28;Sergipe;Homens;66 anos;  6273
28;Sergipe;Homens;67 anos;  5902
28;Sergipe;Homens;68 anos;  5563
28;Sergipe;Homens;69 anos;  5263
28;Sergipe;Homens;70 anos;  4944
28;Sergipe;Homens;71 anos;  4614
28;Sergipe;Homens;72 anos;  4326
28;Sergipe;Homens;73 anos;  4026
28;Sergipe;Homens;74 anos;  3700
28;Sergipe;Homens;75 anos;  3332
28;Sergipe;Homens;76 anos;  2986
28;Sergipe;Homens;77 anos;  2672
28;Sergipe;Homens;78 anos;  2393
28;Sergipe;Homens;79 anos;  2161
28;Sergipe;Homens;80 anos;  1927
28;Sergipe;Homens;81 anos;  1703
28;Sergipe;Homens;82 anos;  1517
28;Sergipe;Homens;83 anos;  1343
28;Sergipe;Homens;84 anos;  1178
28;Sergipe;Homens;85 anos;   996
28;Sergipe;Homens;86 anos;   827
28;Sergipe;Homens;87 anos;   687
28;Sergipe;Homens;88 anos;   572
28;Sergipe;Homens;89 anos;   479
28;Sergipe;Homens;26 anos; 20088
28;Sergipe;Homens;27 anos; 19598
28;Sergipe;Homens;28 anos; 19229
28;Sergipe;Homens;29 anos; 19080
28;Sergipe;Homens;90 anos ou mais;  1705
28;Sergipe;Mulheres;18 anos; 18316
28;Sergipe;Mulheres;19 anos; 18570
28;Sergipe;Mulheres;20 anos; 19772
28;Sergipe;Mulheres;21 anos; 20133
28;Sergipe;Mulheres;22 anos; 20785
28;Sergipe;Mulheres;23 anos; 21181
28;Sergipe;Mulheres;24 anos; 21178
28;Sergipe;Mulheres;25 anos; 20914
28;Sergipe;Mulheres;30 anos; 20375
28;Sergipe;Mulheres;31 anos; 20490
28;Sergipe;Mulheres;32 anos; 20594
28;Sergipe;Mulheres;33 anos; 20630
28;Sergipe;Mulheres;34 anos; 20561
28;Sergipe;Mulheres;35 anos; 20393
28;Sergipe;Mulheres;36 anos; 20207
28;Sergipe;Mulheres;37 anos; 19997
28;Sergipe;Mulheres;38 anos; 19741
28;Sergipe;Mulheres;39 anos; 19434
28;Sergipe;Mulheres;40 anos; 19086
28;Sergipe;Mulheres;41 anos; 18705
28;Sergipe;Mulheres;42 anos; 18306
28;Sergipe;Mulheres;43 anos; 17870
28;Sergipe;Mulheres;44 anos; 17399
28;Sergipe;Mulheres;45 anos; 16891
28;Sergipe;Mulheres;46 anos; 16377
28;Sergipe;Mulheres;47 anos; 15852
28;Sergipe;Mulheres;48 anos; 15419
28;Sergipe;Mulheres;49 anos; 15121
28;Sergipe;Mulheres;50 anos; 14903
28;Sergipe;Mulheres;51 anos; 14652
28;Sergipe;Mulheres;52 anos; 14417
28;Sergipe;Mulheres;53 anos; 14105
28;Sergipe;Mulheres;54 anos; 13672
28;Sergipe;Mulheres;55 anos; 13140
28;Sergipe;Mulheres;56 anos; 12623
28;Sergipe;Mulheres;57 anos; 12116
28;Sergipe;Mulheres;58 anos; 11610
28;Sergipe;Mulheres;59 anos; 11087
28;Sergipe;Mulheres;60 anos; 10551
28;Sergipe;Mulheres;61 anos;  9998
28;Sergipe;Mulheres;62 anos;  9448
28;Sergipe;Mulheres;63 anos;  8960
28;Sergipe;Mulheres;64 anos;  8553
28;Sergipe;Mulheres;65 anos;  8184
28;Sergipe;Mulheres;66 anos;  7814
28;Sergipe;Mulheres;67 anos;  7478
28;Sergipe;Mulheres;68 anos;  7127
28;Sergipe;Mulheres;69 anos;  6756
28;Sergipe;Mulheres;70 anos;  6344
28;Sergipe;Mulheres;71 anos;  5938
28;Sergipe;Mulheres;72 anos;  5569
28;Sergipe;Mulheres;73 anos;  5213
28;Sergipe;Mulheres;74 anos;  4868
28;Sergipe;Mulheres;75 anos;  4513
28;Sergipe;Mulheres;76 anos;  4152
28;Sergipe;Mulheres;77 anos;  3817
28;Sergipe;Mulheres;78 anos;  3520
28;Sergipe;Mulheres;79 anos;  3254
28;Sergipe;Mulheres;80 anos;  2991
28;Sergipe;Mulheres;81 anos;  2728
28;Sergipe;Mulheres;82 anos;  2504
28;Sergipe;Mulheres;83 anos;  2291
28;Sergipe;Mulheres;84 anos;  2070
28;Sergipe;Mulheres;85 anos;  1813
28;Sergipe;Mulheres;86 anos;  1545
28;Sergipe;Mulheres;87 anos;  1323
28;Sergipe;Mulheres;88 anos;  1131
28;Sergipe;Mulheres;89 anos;   974
28;Sergipe;Mulheres;26 anos; 20671
28;Sergipe;Mulheres;27 anos; 20384
28;Sergipe;Mulheres;28 anos; 20205
28;Sergipe;Mulheres;29 anos; 20228
28;Sergipe;Mulheres;90 anos ou mais;  3908
29;Bahia;Homens;18 anos;121881
29;Bahia;Homens;19 anos;121437
29;Bahia;Homens;20 anos;123428
29;Bahia;Homens;21 anos;126011
29;Bahia;Homens;22 anos;127023
29;Bahia;Homens;23 anos;126879
29;Bahia;Homens;24 anos;124992
29;Bahia;Homens;25 anos;122222
29;Bahia;Homens;30 anos;113803
29;Bahia;Homens;31 anos;113319
29;Bahia;Homens;32 anos;113151
29;Bahia;Homens;33 anos;113586
29;Bahia;Homens;34 anos;114998
29;Bahia;Homens;35 anos;117020
29;Bahia;Homens;36 anos;118577
29;Bahia;Homens;37 anos;119786
29;Bahia;Homens;38 anos;120055
29;Bahia;Homens;39 anos;118894
29;Bahia;Homens;40 anos;116729
29;Bahia;Homens;41 anos;114314
29;Bahia;Homens;42 anos;111589
29;Bahia;Homens;43 anos;108431
29;Bahia;Homens;44 anos;104759
29;Bahia;Homens;45 anos;100750
29;Bahia;Homens;46 anos; 96490
29;Bahia;Homens;47 anos; 91885
29;Bahia;Homens;48 anos; 88347
29;Bahia;Homens;49 anos; 86469
29;Bahia;Homens;50 anos; 85553
29;Bahia;Homens;51 anos; 84410
29;Bahia;Homens;52 anos; 83401
29;Bahia;Homens;53 anos; 81882
29;Bahia;Homens;54 anos; 79452
29;Bahia;Homens;55 anos; 76324
29;Bahia;Homens;56 anos; 73347
29;Bahia;Homens;57 anos; 70469
29;Bahia;Homens;58 anos; 67731
29;Bahia;Homens;59 anos; 65242
29;Bahia;Homens;60 anos; 62763
29;Bahia;Homens;61 anos; 60180
29;Bahia;Homens;62 anos; 57723
29;Bahia;Homens;63 anos; 55133
29;Bahia;Homens;64 anos; 52317
29;Bahia;Homens;65 anos; 49247
29;Bahia;Homens;66 anos; 46222
29;Bahia;Homens;67 anos; 43311
29;Bahia;Homens;68 anos; 40755
29;Bahia;Homens;69 anos; 38689
29;Bahia;Homens;70 anos; 36693
29;Bahia;Homens;71 anos; 34585
29;Bahia;Homens;72 anos; 32697
29;Bahia;Homens;73 anos; 30752
29;Bahia;Homens;74 anos; 28662
29;Bahia;Homens;75 anos; 26259
29;Bahia;Homens;76 anos; 23871
29;Bahia;Homens;77 anos; 21711
29;Bahia;Homens;78 anos; 19764
29;Bahia;Homens;79 anos; 18079
29;Bahia;Homens;80 anos; 16358
29;Bahia;Homens;81 anos; 14642
29;Bahia;Homens;82 anos; 13205
29;Bahia;Homens;83 anos; 11803
29;Bahia;Homens;84 anos; 10387
29;Bahia;Homens;85 anos;  8856
29;Bahia;Homens;86 anos;  7435
29;Bahia;Homens;87 anos;  6255
29;Bahia;Homens;88 anos;  5280
29;Bahia;Homens;89 anos;  4530
29;Bahia;Homens;26 anos;120156
29;Bahia;Homens;27 anos;118329
29;Bahia;Homens;28 anos;116518
29;Bahia;Homens;29 anos;114948
29;Bahia;Homens;90 anos ou mais; 19652
29;Bahia;Mulheres;18 anos;117930
29;Bahia;Mulheres;19 anos;117845
29;Bahia;Mulheres;20 anos;120471
29;Bahia;Mulheres;21 anos;122984
29;Bahia;Mulheres;22 anos;124601
29;Bahia;Mulheres;23 anos;125302
29;Bahia;Mulheres;24 anos;124632
29;Bahia;Mulheres;25 anos;123294
29;Bahia;Mulheres;30 anos;121374
29;Bahia;Mulheres;31 anos;121755
29;Bahia;Mulheres;32 anos;122121
29;Bahia;Mulheres;33 anos;123049
29;Bahia;Mulheres;34 anos;124897
29;Bahia;Mulheres;35 anos;127257
29;Bahia;Mulheres;36 anos;129116
29;Bahia;Mulheres;37 anos;130635
29;Bahia;Mulheres;38 anos;130998
29;Bahia;Mulheres;39 anos;129638
29;Bahia;Mulheres;40 anos;127016
29;Bahia;Mulheres;41 anos;124208
29;Bahia;Mulheres;42 anos;121139
29;Bahia;Mulheres;43 anos;117667
29;Bahia;Mulheres;44 anos;113798
29;Bahia;Mulheres;45 anos;109687
29;Bahia;Mulheres;46 anos;105341
29;Bahia;Mulheres;47 anos;100649
29;Bahia;Mulheres;48 anos; 97001
29;Bahia;Mulheres;49 anos; 94996
29;Bahia;Mulheres;50 anos; 93965
29;Bahia;Mulheres;51 anos; 92779
29;Bahia;Mulheres;52 anos; 91778
29;Bahia;Mulheres;53 anos; 90263
29;Bahia;Mulheres;54 anos; 87795
29;Bahia;Mulheres;55 anos; 84682
29;Bahia;Mulheres;56 anos; 81740
29;Bahia;Mulheres;57 anos; 78845
29;Bahia;Mulheres;58 anos; 76137
29;Bahia;Mulheres;59 anos; 73755
29;Bahia;Mulheres;60 anos; 71463
29;Bahia;Mulheres;61 anos; 69053
29;Bahia;Mulheres;62 anos; 66742
29;Bahia;Mulheres;63 anos; 64263
29;Bahia;Mulheres;64 anos; 61518
29;Bahia;Mulheres;65 anos; 58507
29;Bahia;Mulheres;66 anos; 55505
29;Bahia;Mulheres;67 anos; 52594
29;Bahia;Mulheres;68 anos; 49908
29;Bahia;Mulheres;69 anos; 47581
29;Bahia;Mulheres;70 anos; 45299
29;Bahia;Mulheres;71 anos; 42972
29;Bahia;Mulheres;72 anos; 40828
29;Bahia;Mulheres;73 anos; 38698
29;Bahia;Mulheres;74 anos; 36508
29;Bahia;Mulheres;75 anos; 34114
29;Bahia;Mulheres;76 anos; 31703
29;Bahia;Mulheres;77 anos; 29468
29;Bahia;Mulheres;78 anos; 27430
29;Bahia;Mulheres;79 anos; 25652
29;Bahia;Mulheres;80 anos; 23790
29;Bahia;Mulheres;81 anos; 21872
29;Bahia;Mulheres;82 anos; 20205
29;Bahia;Mulheres;83 anos; 18513
29;Bahia;Mulheres;84 anos; 16732
29;Bahia;Mulheres;85 anos; 14742
29;Bahia;Mulheres;86 anos; 12838
29;Bahia;Mulheres;87 anos; 11188
29;Bahia;Mulheres;88 anos;  9766
29;Bahia;Mulheres;89 anos;  8603
29;Bahia;Mulheres;26 anos;122526
29;Bahia;Mulheres;27 anos;121930
29;Bahia;Mulheres;28 anos;121427
29;Bahia;Mulheres;29 anos;121215
29;Bahia;Mulheres;90 anos ou mais; 40085
31;Minas Gerais;Homens;18 anos;151325
31;Minas Gerais;Homens;19 anos;154897
31;Minas Gerais;Homens;20 anos;162021
31;Minas Gerais;Homens;21 anos;165614
31;Minas Gerais;Homens;22 anos;170252
31;Minas Gerais;Homens;23 anos;173320
31;Minas Gerais;Homens;24 anos;173961
31;Minas Gerais;Homens;25 anos;172975
31;Minas Gerais;Homens;30 anos;171368
31;Minas Gerais;Homens;31 anos;171855
31;Minas Gerais;Homens;32 anos;172196
31;Minas Gerais;Homens;33 anos;172279
31;Minas Gerais;Homens;34 anos;172016
31;Minas Gerais;Homens;35 anos;171425
31;Minas Gerais;Homens;36 anos;170645
31;Minas Gerais;Homens;37 anos;169684
31;Minas Gerais;Homens;38 anos;168356
31;Minas Gerais;Homens;39 anos;166610
31;Minas Gerais;Homens;40 anos;164431
31;Minas Gerais;Homens;41 anos;162020
31;Minas Gerais;Homens;42 anos;159609
31;Minas Gerais;Homens;43 anos;156433
31;Minas Gerais;Homens;44 anos;152180
31;Minas Gerais;Homens;45 anos;147229
31;Minas Gerais;Homens;46 anos;142275
31;Minas Gerais;Homens;47 anos;137124
31;Minas Gerais;Homens;48 anos;133329
31;Minas Gerais;Homens;49 anos;131679
31;Minas Gerais;Homens;50 anos;131260
31;Minas Gerais;Homens;51 anos;130549
31;Minas Gerais;Homens;52 anos;129964
31;Minas Gerais;Homens;53 anos;128999
31;Minas Gerais;Homens;54 anos;127265
31;Minas Gerais;Homens;55 anos;124822
31;Minas Gerais;Homens;56 anos;122400
31;Minas Gerais;Homens;57 anos;120075
31;Minas Gerais;Homens;58 anos;117421
31;Minas Gerais;Homens;59 anos;114347
31;Minas Gerais;Homens;60 anos;110730
31;Minas Gerais;Homens;61 anos;106930
31;Minas Gerais;Homens;62 anos;103197
31;Minas Gerais;Homens;63 anos; 99166
31;Minas Gerais;Homens;64 anos; 94813
31;Minas Gerais;Homens;65 anos; 89965
31;Minas Gerais;Homens;66 anos; 84998
31;Minas Gerais;Homens;67 anos; 80168
31;Minas Gerais;Homens;68 anos; 75508
31;Minas Gerais;Homens;69 anos; 71121
31;Minas Gerais;Homens;70 anos; 66596
31;Minas Gerais;Homens;71 anos; 61962
31;Minas Gerais;Homens;72 anos; 57647
31;Minas Gerais;Homens;73 anos; 53516
31;Minas Gerais;Homens;74 anos; 49576
31;Minas Gerais;Homens;75 anos; 45476
31;Minas Gerais;Homens;76 anos; 41424
31;Minas Gerais;Homens;77 anos; 37736
31;Minas Gerais;Homens;78 anos; 34494
31;Minas Gerais;Homens;79 anos; 31775
31;Minas Gerais;Homens;80 anos; 29093
31;Minas Gerais;Homens;81 anos; 26426
31;Minas Gerais;Homens;82 anos; 24172
31;Minas Gerais;Homens;83 anos; 21950
31;Minas Gerais;Homens;84 anos; 19661
31;Minas Gerais;Homens;85 anos; 17101
31;Minas Gerais;Homens;86 anos; 14669
31;Minas Gerais;Homens;87 anos; 12637
31;Minas Gerais;Homens;88 anos; 10834
31;Minas Gerais;Homens;89 anos;  9261
31;Minas Gerais;Homens;26 anos;172141
31;Minas Gerais;Homens;27 anos;171100
31;Minas Gerais;Homens;28 anos;170429
31;Minas Gerais;Homens;29 anos;170631
31;Minas Gerais;Homens;90 anos ou mais; 37607
31;Minas Gerais;Mulheres;18 anos;145011
31;Minas Gerais;Mulheres;19 anos;148588
31;Minas Gerais;Mulheres;20 anos;155589
31;Minas Gerais;Mulheres;21 anos;159703
31;Minas Gerais;Mulheres;22 anos;164602
31;Minas Gerais;Mulheres;23 anos;168073
31;Minas Gerais;Mulheres;24 anos;169319
31;Minas Gerais;Mulheres;25 anos;169085
31;Minas Gerais;Mulheres;30 anos;169311
31;Minas Gerais;Mulheres;31 anos;169749
31;Minas Gerais;Mulheres;32 anos;170025
31;Minas Gerais;Mulheres;33 anos;170319
31;Minas Gerais;Mulheres;34 anos;170693
31;Minas Gerais;Mulheres;35 anos;171065
31;Minas Gerais;Mulheres;36 anos;171210
31;Minas Gerais;Mulheres;37 anos;171162
31;Minas Gerais;Mulheres;38 anos;170668
31;Minas Gerais;Mulheres;39 anos;169586
31;Minas Gerais;Mulheres;40 anos;167982
31;Minas Gerais;Mulheres;41 anos;166194
31;Minas Gerais;Mulheres;42 anos;164368
31;Minas Gerais;Mulheres;43 anos;161801
31;Minas Gerais;Mulheres;44 anos;158218
31;Minas Gerais;Mulheres;45 anos;153975
31;Minas Gerais;Mulheres;46 anos;149675
31;Minas Gerais;Mulheres;47 anos;145130
31;Minas Gerais;Mulheres;48 anos;141788
31;Minas Gerais;Mulheres;49 anos;140357
31;Minas Gerais;Mulheres;50 anos;140053
31;Minas Gerais;Mulheres;51 anos;139458
31;Minas Gerais;Mulheres;52 anos;138902
31;Minas Gerais;Mulheres;53 anos;138114
31;Minas Gerais;Mulheres;54 anos;136822
31;Minas Gerais;Mulheres;55 anos;135040
31;Minas Gerais;Mulheres;56 anos;133287
31;Minas Gerais;Mulheres;57 anos;131598
31;Minas Gerais;Mulheres;58 anos;129367
31;Minas Gerais;Mulheres;59 anos;126382
31;Minas Gerais;Mulheres;60 anos;122684
31;Minas Gerais;Mulheres;61 anos;118832
31;Minas Gerais;Mulheres;62 anos;114944
31;Minas Gerais;Mulheres;63 anos;110858
31;Minas Gerais;Mulheres;64 anos;106600
31;Minas Gerais;Mulheres;65 anos;101982
31;Minas Gerais;Mulheres;66 anos; 97139
31;Minas Gerais;Mulheres;67 anos; 92343
31;Minas Gerais;Mulheres;68 anos; 87627
31;Minas Gerais;Mulheres;69 anos; 83041
31;Minas Gerais;Mulheres;70 anos; 78262
31;Minas Gerais;Mulheres;71 anos; 73394
31;Minas Gerais;Mulheres;72 anos; 68790
31;Minas Gerais;Mulheres;73 anos; 64405
31;Minas Gerais;Mulheres;74 anos; 60253
31;Minas Gerais;Mulheres;75 anos; 55984
31;Minas Gerais;Mulheres;76 anos; 51725
31;Minas Gerais;Mulheres;77 anos; 47789
31;Minas Gerais;Mulheres;78 anos; 44327
31;Minas Gerais;Mulheres;79 anos; 41463
31;Minas Gerais;Mulheres;80 anos; 38557
31;Minas Gerais;Mulheres;81 anos; 35581
31;Minas Gerais;Mulheres;82 anos; 33027
31;Minas Gerais;Mulheres;83 anos; 30427
31;Minas Gerais;Mulheres;84 anos; 27658
31;Minas Gerais;Mulheres;85 anos; 24456
31;Minas Gerais;Mulheres;86 anos; 21339
31;Minas Gerais;Mulheres;87 anos; 18660
31;Minas Gerais;Mulheres;88 anos; 16281
31;Minas Gerais;Mulheres;89 anos; 14214
31;Minas Gerais;Mulheres;26 anos;168958
31;Minas Gerais;Mulheres;27 anos;168621
31;Minas Gerais;Mulheres;28 anos;168416
31;Minas Gerais;Mulheres;29 anos;168703
31;Minas Gerais;Mulheres;90 anos ou mais; 69312
32;Espírito Santo;Homens;18 anos; 29532
32;Espírito Santo;Homens;19 anos; 29802
32;Espírito Santo;Homens;20 anos; 30957
32;Espírito Santo;Homens;21 anos; 31163
32;Espírito Santo;Homens;22 anos; 31810
32;Espírito Santo;Homens;23 anos; 32194
32;Espírito Santo;Homens;24 anos; 32184
32;Espírito Santo;Homens;25 anos; 31927
32;Espírito Santo;Homens;30 anos; 32713
32;Espírito Santo;Homens;31 anos; 33346
32;Espírito Santo;Homens;32 anos; 33920
32;Espírito Santo;Homens;33 anos; 34297
32;Espírito Santo;Homens;34 anos; 34361
32;Espírito Santo;Homens;35 anos; 34163
32;Espírito Santo;Homens;36 anos; 33925
32;Espírito Santo;Homens;37 anos; 33661
32;Espírito Santo;Homens;38 anos; 33293
32;Espírito Santo;Homens;39 anos; 32820
32;Espírito Santo;Homens;40 anos; 32226
32;Espírito Santo;Homens;41 anos; 31583
32;Espírito Santo;Homens;42 anos; 30943
32;Espírito Santo;Homens;43 anos; 30142
32;Espírito Santo;Homens;44 anos; 29130
32;Espírito Santo;Homens;45 anos; 27976
32;Espírito Santo;Homens;46 anos; 26852
32;Espírito Santo;Homens;47 anos; 25720
32;Espírito Santo;Homens;48 anos; 24855
32;Espírito Santo;Homens;49 anos; 24427
32;Espírito Santo;Homens;50 anos; 24241
32;Espírito Santo;Homens;51 anos; 24010
32;Espírito Santo;Homens;52 anos; 23838
32;Espírito Santo;Homens;53 anos; 23589
32;Espírito Santo;Homens;54 anos; 23207
32;Espírito Santo;Homens;55 anos; 22690
32;Espírito Santo;Homens;56 anos; 22187
32;Espírito Santo;Homens;57 anos; 21704
32;Espírito Santo;Homens;58 anos; 21176
32;Espírito Santo;Homens;59 anos; 20601
32;Espírito Santo;Homens;60 anos; 19935
32;Espírito Santo;Homens;61 anos; 19234
32;Espírito Santo;Homens;62 anos; 18533
32;Espírito Santo;Homens;63 anos; 17804
32;Espírito Santo;Homens;64 anos; 17037
32;Espírito Santo;Homens;65 anos; 16190
32;Espírito Santo;Homens;66 anos; 15312
32;Espírito Santo;Homens;67 anos; 14470
32;Espírito Santo;Homens;68 anos; 13582
32;Espírito Santo;Homens;69 anos; 12614
32;Espírito Santo;Homens;70 anos; 11549
32;Espírito Santo;Homens;71 anos; 10497
32;Espírito Santo;Homens;72 anos;  9511
32;Espírito Santo;Homens;73 anos;  8633
32;Espírito Santo;Homens;74 anos;  7900
32;Espírito Santo;Homens;75 anos;  7223
32;Espírito Santo;Homens;76 anos;  6553
32;Espírito Santo;Homens;77 anos;  5951
32;Espírito Santo;Homens;78 anos;  5430
32;Espírito Santo;Homens;79 anos;  4987
32;Espírito Santo;Homens;80 anos;  4549
32;Espírito Santo;Homens;81 anos;  4126
32;Espírito Santo;Homens;82 anos;  3780
32;Espírito Santo;Homens;83 anos;  3436
32;Espírito Santo;Homens;84 anos;  3094
32;Espírito Santo;Homens;85 anos;  2708
32;Espírito Santo;Homens;86 anos;  2346
32;Espírito Santo;Homens;87 anos;  2043
32;Espírito Santo;Homens;88 anos;  1773
